S.No.,completed_by,ref# (DELETE LATER),tornado_name,tornado_year,town,overall_photos_link,tornado_EF,tornado_start_lat,tornado_end_lat,tornado_start_long,tornado_end_long,latitude,longitude,complete_address,building_name_listing,building_name_current,archetype,located_in_historic_district,occupany_u,number_stories,year_built_u,building_area_m2,building_urban_setting,building_position_on_street,buidling_height_m,first_floor_elevation_m,front_elevation_orientation,wall_length_side,wall_length_front,wall_thickness,roof_shape_u,roof_slope_u,construction_type_u,construction_type_u_unc,mwfrs_u_wall,mwfrs_u_wall_unc,mwfrs_u_roof,mwfrs_u_roof_unc,mwfrs_u_moment_frame,mwfrs_u_unc,mwfrs_u_unc,masonry_leaves,masonry_leaves_unc,structural_wall_system_u,foundation_type_u,foundation_type_u_unc,wall_anchorage_type_u,wall_anchorage_type_u_unc,wall_substrate_u,wall_substrate_u_unc,wall_cladding_u,wall_cladding_u_unc,soffit_type_u,soffit_present_u,wall_fenesteration_per_front,wall_fenesteration_per_back,wall_fenesteration_per_right,wall_fenesteration_per_left,wall_fenestration_per_n,wall_fenestration_per_s,wall_fenestration_per_e,wall_fenestration_per_w,wall_fenesteration_protection_front,wall_fenesteration_protection_front_unc,wall_fenesteration_protection_back,wall_fenesteration_protection_back_unc,wall_fenesteration_protection_right,wall_fenesteration_protection_left,fenestration_protection_type_front,fenestration_protection_type_back,fenestration_protection_type_right,fenestration_protection_type_left,large_door_present_front,large_door_present_back,large_door_present_right,large_door_present_left,door_present_n,door_present_s,door_present_e,door_present_w,roof_system_u,roof_system_u_unc,r2wall_attachment_u,roof_substrate_type_u,roof_substrate_type_u_unc,roof_cover_u,repla,overhang_length_u,parapet_height_m,retrofit_year_u,retrofit_present_u,retrofit_type_u,retrofit_type_unc_u,hazards_present_u,status_u,wind_damage_rating_u,damage_indicator_u,degree_of_damage_u,wind_damage_details_u,roof_structure_damage_u,roof_structure_damage_u_per,roof_susbtrate_damage_u,roof_substrate_damage_per,foundation_failure_u,foundatio_failure_per_u,wall_structure_damage_per_front,wall_structure_damage_per_back,wall_structure_damage_per_left,wall_structure_damage_per_right,wall_structure_damage_u,wall_structure_damage_n,wall_structure_damage_s,wall_structure_damage_e,wall_structure_damage_w,wall_substrate_damage_per_front,wall_substrate_damage_per_back,wall_substrate_damage_per_right,wall_substrate_damage_per_left,wall_substrate_damage_n,wall_substrate_damage_s,wall_substrate_damage_e,wall_substrate_damage_w,wall_substrate_damage_u,wall_cladding_damage_per_front,wall_cladding_damage_per_back,wall_cladding_damage_per_right,wall_cladding_damage_per_left,wall_cladding_damage_n,wall_cladding_damage_s,wall_cladding_damage_e,wall_cladding_damage_w,damaged_fenesteration_per_front,damaged_fenesteration_per_back,damaged_fenesteration_per_right,damaged_fenesteration_per_left,wall_fenestration_damage_per_n,wall_fenestration_damage_per_s,wall_fenestration_damage_per_e,wall_fenestration_damage_per_w,soffit_damage_per_u,fascia_damage_per_u,piles_damage_u,foundation_damage_cause_u,foundation_damage_u,foundation_damage_u_per,risk_category_16,building_low_rise,overall_photos_front,overall_photos_back,overall_photos_left,overall_photos_right,detailed_photos_front,detailed_photos_back,detailed_photos_left,detailed_photos_right,elevations_assessed_front_o,elevations_assessed_back_o,elevations_assessed_left_o,elevations_assessed_right_o,address_suite,address_locality,address_postal_code,address_country,occupancy_o,year_built_o,understory_pct_of_building_footprint,roof_shape_o,roof_slope_o,construction_type_o,mwfrs_o,structural_wall_system_o,foundation_type_o,wall_anchorage_type_o,wall_substrate_o,wall_cladding_o,soffit_type_o,wall_fenesteration_protection_right_unc,wall_fenesteration_protection_left_unc,fenestration_protection_type_unc,fenesteration_ratio_o,large_door_opening_type_,opening_type,roof_system_o,r2wall_attachment_o,r2wall_attachment_type_unc,roof_substrate_type_o,roof_cover_o,overhang_length_o,secondary_water_barrier_o,secondary_water_barrier_u,retrofit_type_1_o,retrofit_type_1_u,retrofit_type_2_o,reotrofit_2_u,retrofit_year_o,hazards_present_o,status_o,wind_damage_rating_o,overall_damage_notes_o,surge_damage_rating_o,surge_damage_rating_u,rainwater_ingress_damage_rating_o,rainwater_ingress_damage_rating_u,damage_indicator_o,degree_of_damage_o,wind_damage_details_o,roof_structure_damage_o,roof_susbtrate_damage_o,foundation_failure_o,wall_structure_damage_o,wall_substrate_damage_o,wall_cladding_damage_o,wall_cladding_damage_level_u, stories_with_damage_o, stories_with_damage_u,soffit_damage_per_o,fascia_damage_per_o,per_building_footprint_eroded_o,per_building_footprint_eroded_u,damage_understory_per_o,piles_damage_o,foundation_damage_cause_o,oop_failure_n,oop_failure_s,oop_failure_e,oop_failure_w,ip_failure_n,ip_failure_s,ip_failure_e,ip_failure_w,building_open,building_enclosed,building_regular_shape,exposure_category,building_rigid,national_register_listing_year,existed_during_tornado,buidling_use_before_tornado,buidling_use_after_tornado,buidling_use_plan_after_tornado,demolishing_year,single_unit,multiple_unit,world_heritage_property,hague_convention,sub_national_heritage _list,iucn_protected_area,property_of_local_significance,const_material_h_stone,const_material_h_brick,const_material_h_wood,const_material_h_mud,const_material_h_rf_masonry,const_material_h_rglr_stone,const_material_h_rf_conc,const_material_h_ir_stone,const_material_h_othr,const_material_v_stone,const_material_v_brick,const_material_v_wood,const_material_v_mud,const_material_v_rf_masonry,const_material_v_rglr_stone,const_material_v_rf_conc,const_material_v_ir_stone,const_material_v_othr,prop_agricultural ,prop_cave,prop_culture _entertainment_facility,prop_forest,prop_industrial_facility,prop_lake,prop_military,prop_nature,prop_religious,prop_rock formation,prop_sports_facility,prop_unilities_facility,prop_archaeological,prop_commemorative structure or landmark,prop_ecosystem,prop_habitat,prop_infrastructure,prop_law / government facility,prop_mine,prop_park / garden,prop_residential facility,prop_scenic area,prop_transportation facility,prop_volcano,prop_battlefield,prop_commercial / exchange facility,prop_educational facility,prop_health / welfare facility,prop_island(s),prop_marine zone,prop_mountain,parking / storage facility,river catchment system,sea,underground facility,zoological park,prop_val_evidential,prop_val_historical,prop_val_aesthetic,prop_val_communal,owner_individual,owner_business,owner_government,owner_ngo,owner_religious ,owner_unknown,buidling_existed_5_yrs_before_tornado,buidling_existed_3_yrs_before_tornado,buidling_existed_1_yrs_before_tornado,building_existed_during_tornado,building_in_use_during_tornado,building_use_during_tornado,damage_status,building_demolished_1_yrs_after_tornado,building_demolished_3_yrs_after_tornado,building_demolished_5_yrs_after_tornado,notes
,shayla,90000476,"December 10-11, 2021 Tornado Outbreak",2021,Princeton,317 S Jefferson St Princeton KY 42445,subEF,36.48,37.61,-89.14,-86.51,37.105589,-87.883939,317 S Jefferson St Princeton KY 42445 US,"Overby, L.B., House ",,19,no,residential,2,1857,300,isloated,recessed,7.5,4,w,17,18,un,hip,30,masonry_un,3,wall_diaphragm_masonry,3,roof_diaphragm_wood,3,no,3,,un,1,solid_brick_wythe,un,1,un,1,un,1,brick,3,wood,yes,10,10,10,10,10,10,10,10,no,,no,,no,no,not_applicable,not_applicable,not_applicable,not_applicable,no,no,no,no,no,no,no,no,wooden_un,2,un,un,1,OT,3,0.75,0,,no,,,wind,undamaged,0,0,0,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,not_applicable,not_applicable,0,0,2,yes,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1990,yes,residential,residential,residential,not_applicable,1,0,0,0,0,0,1,1,0,1,0,0,0,0,1,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,some,limited,some,no value,1,0,0,0,0,0,yes,yes,yes,yes,yes,residential,undamaged,no,no,no,"mainly hip but also has slight gable roof; tin roof which is why I chose OT; very minimal roof damage, may not be because of the tornado (seen in 11/2023)"
,shayla,97000871,"December 10-11, 2021 Tornado Outbreak",2021,Dawson Springs,301 W Arcadia Ave Dawson Springs KY 42408,0,36.48,37.61,-89.14,-86.51,37.166494,-87.693431,301 W Arcadia Ave Dawson Springs KY 42408 US,"Darby House, The",,4,no,unknown,2.5,1890,180,isloated,recessed,8.5,3.5,n,16,11,0.2,complex,30,wooden_light_frame,3,wall_diaphragm_wood,3,roof_diaphragm_wood,3,no,3,,not_applicable,3,wood_frame,masonry_un,3,un,1,wooden_un,3,wood_plank,3,wood,yes,40,15,10,10,40,15,10,10,no,,no,,no,no,not_applicable,not_applicable,not_applicable,not_applicable,no,no,no,no,no,no,no,no,wooden_un,3,un,dimensional_lumber,2,standing_seam_metal,3,0.35,0,,no,,,wind,undamaged,0,0,0,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,not_applicable,not_applicable,0,0,2,yes,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1997,yes,unknown,unknown,unknown,not_applicable,1,0,0,0,0,0,1,0,0,1,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,some,considerable,limited,limited,0,0,0,1,0,0,yes,yes,yes,yes,yes,unknown,undamaged,no,no,no,faces nw but calling it n
,shayla,88002722,"December 10-11, 2021 Tornado Outbreak",2021,Dawson Springs,8400 Ilsley Rd Dawson Springs KY 42408,0,36.48,37.61,-89.14,-86.51,37.197778,-87.609444,8400 Ilsley Rd Dawson Springs KY 42408 US,"Salmon, Richard, House",,5,no,residential,2,1900,250,isloated,recessed,8.5,3.5,w,19,16,0.2,complex,30,wooden_light_frame,3,wall_diaphragm_wood,3,roof_diaphragm_wood,3,no,3,,not_applicable,3,wood_frame,un,1,un,1,wooden_un,3,wood_plank,3,un,yes,20,,,5,5,,,20,no,,no,,no,no,not_applicable,not_applicable,not_applicable,not_applicable,no,no,no,no,no,no,no,no,wooden_un,3,un,dimensional_lumber,2,asphalt,3,0.35,0,,no,,,wind,undamaged,0,0,0,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,not_applicable,not_applicable,0,0,2,yes,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1988,yes,residential,residential,residential,not_applicable,1,0,0,0,0,0,1,0,1,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,some,limited,some,no value,1,0,0,0,0,0,yes,yes,yes,yes,yes,residential,undamaged,no,no,no,
,shayla,88002724,"December 10-11, 2021 Tornado Outbreak",2021,Mortons Gap,109 Crooked St Mortons Gap KY 42440,subEF,36.48,37.61,-89.14,-86.51,37.24,-87.472778,109 Crooked St Mortons Gap KY 42440 US,"Kington, W.W., House",,19,no,residential,2,1911,195,isloated,recessed,8.5,3.5,e,18,13,un,complex,45,masonry_un,3,wall_diaphragm_masonry,3,roof_diaphragm_wood,3,no,3,,double_leaf,2,solid_brick_wythe,masonry_un,3,un,1,un,1,brick,3,wood,yes,10,,10,10,10,10,10,,no,,no,,no,no,not_applicable,not_applicable,not_applicable,not_applicable,no,no,no,no,no,no,no,no,wooden_un,3,un,dimensional_lumber,2,asphalt,2,0.35,0,,no,,,wind,undamaged,0,0,0,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,not_applicable,not_applicable,0,0,2,yes,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1988,yes,residential,residential,residential,not_applicable,1,0,0,0,0,0,1,0,1,1,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,some,no value,some,no value,1,0,0,0,0,0,yes,yes,yes,yes,yes,residential,undamaged,no,no,no,
,shayla,88002725,"December 10-11, 2021 Tornado Outbreak",2021,Earlington,118 E Main St Earlington KY 42410,subEF,36.48,37.61,-89.14,-86.51,37.274444,-87.511389,118 E Main St Earlington KY 42410 US,Hotel Earlington,,19,no,not in use,2,1880,210,isloated,recessed,8.5,3.5,n,11,21,un,gable,30,masonry_un,3,wall_diaphragm_masonry,3,roof_diaphragm_wood,3,no,3,,double_leaf,2,solid_brick_wythe,masonry_un,3,un,1,un,1,brick,3,wood,yes,20,15,0,20,20,15,20,0,no,,no,,no,no,not_applicable,not_applicable,not_applicable,not_applicable,no,no,no,no,no,no,no,no,wooden_un,3,un,dimensional_lumber,2,slate,3,0.5,0,,no,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2,yes,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1988,yes,demolished,demolished,demolished,2021,1,0,0,0,0,0,1,1,1,1,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,considerable,considerable,some,considerable,0,0,0,0,0,0,yes,yes,yes,no,no,demolished,,no,no,no,
,shayla,88002726,"December 10-11, 2021 Tornado Outbreak",2021,Earlington,311 E Main St Earlington KY 42410,subEF,36.48,37.61,-89.14,-86.51,37.277042,-87.508197,311 E Main St Earlington KY 42410 US,Oakmoor,,5,no,residential,2.5,1903,290,isloated,recessed,10.6,3.5,s,15,22,0.2,complex,45,wooden_light_frame,3,wall_diaphragm_wood,3,roof_diaphragm_wood,3,no,3,,not_applicable,3,wood_frame,un,1,un,1,wooden_un,3,wood_plank,2,wood,yes,20,30,20,15,30,20,20,15,no,,no,,no,no,not_applicable,not_applicable,not_applicable,not_applicable,no,no,no,no,no,no,no,no,wooden_un,3,un,dimensional_lumber,2,asphalt,3,0.75,0,,no,,,wind,undamaged,0,0,0,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,not_applicable,not_applicable,0,0,2,yes,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1988,yes,residential,residential,residential,not_applicable,1,0,0,0,0,0,1,1,1,1,0,0,0,1,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,considerable,limited,considerable,no value,1,0,0,0,0,0,yes,yes,yes,yes,yes,residential,undamaged,no,no,no,
,shayla,88002717,"December 10-11, 2021 Tornado Outbreak",2021,Madisonville,CH 1221 Madisonville KY 42431,0,36.48,37.61,-89.14,-86.51,37.291944,-87.421389,CH 1221 Madisonville KY 42431 US,"Slaton, James E., House",,5,no,residential,2,1864,240,isolated,recessed,6.5,3.5,s,21,14,0.2,gable,30,wooden_light_frame,3,wall_diaphragm_wood,3,roof_diaphragm_wood,3,no,3,,not_applicable,3,wood_frame,un,1,un,1,wooden_un,2,wood_plank,2,un,yes,20,10,5,5,10,20,5,5,no,,no,,no,no,not_applicable,not_applicable,not_applicable,not_applicable,no,no,no,no,no,no,no,no,wooden_un,3,un,dimensional_lumber,2,asphalt,2,0,0,,un,,,"wind,wind-borne debris,tree-fall",severe,4,4,4,major parts of the building are destroyed; some parts still standing,4,90,4,90,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,not_applicable,not_applicable,0,0,2,yes,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1988,yes,residential,residential,residential,not_applicable,1,0,0,0,0,0,1,1,0,1,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,some,limited,considerable,no value,1,0,0,0,0,0,yes,yes,yes,yes,yes,residential,severe,no,no,no,limited data so only evidence of damage is aeriel view
,shayla,80001663,"December 10-11, 2021 Tornado Outbreak",2021,Hartford,519 E Union St Hartford KY 42347,subEF,36.48,37.61,-89.14,-86.51,37.456664,-86.904594,519 E Union St Hartford KY 42347 US,"Hill, Samuel E., House",,5,no,residential,2,1871,185,isolated,recessed,6.5,3,e,15,16,0.2,gable,30,wooden_light_frame,3,wall_diaphragm_wood,3,roof_diaphragm_wood,3,no,3,,not_applicable,3,wood_frame,masonry_un,3,un,1,wooden_un,3,un,1,un,yes,30,30,5,20,5,20,30,30,no,,no,,no,no,not_applicable,not_applicable,not_applicable,not_applicable,no,no,no,no,no,no,no,no,wooden_un,3,un,dimensional_lumber,2,asphalt,3,0.35,0,,no,,,wind,undamaged,0,0,0,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,not_applicable,not_applicable,0,0,2,yes,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1980,yes,residential,residential,residential,not_applicable,1,0,0,0,0,0,1,1,1,1,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,some,considerable,considerable,some,1,0,0,0,0,0,yes,yes,yes,yes,yes,residential,undamaged,no,no,no,
,shayla,73000827,"December 10-11, 2021 Tornado Outbreak",2021,Hartford,403 E Union St Hartford KY 42347,subEF,36.48,37.61,-89.14,-86.51,37.454808,-86.905767,403 E Union St Hartford KY 42347 US,Pendleton House,,19,no,residential,2,1861,500,isolated,recessed,11,3.6,e,33,18,0.45,complex,30,masonry_un,3,wall_diaphragm_masonry,3,roof_diaphragm_wood,3,no,3,,double_leaf,2,solid_brick_wythe,masonry_un,3,un,1,un,1,brick,3,un,yes,40,40,40,40,40,40,40,40,no,,no,,no,no,not_applicable,not_applicable,not_applicable,not_applicable,no,no,no,no,no,no,no,no,wooden_un,3,un,dimensional_lumber,2,OT,3,1,0,,no,,,wind,undamaged,0,0,0,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,not_applicable,not_applicable,0,0,2,yes,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1973,yes,residential,residential,residential,not_applicable,1,0,0,0,0,0,1,1,1,1,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,exceptional,exceptional,exceptional,considerable,1,0,0,0,0,0,yes,yes,yes,yes,yes,residential,undamaged,no,no,no,built between 1861-66; mix roof of hip/gable/flat
,shayla,73000826,"December 10-11, 2021 Tornado Outbreak",2021,Hartford,224 E Center St Hartford KY 42347,subEF,36.48,37.61,-89.14,-86.51,37.451917,-86.906558,224 E Center St Hartford KY 42347 US,Hartford Seminary,,3,no,unknown,1,1839,180,isolated,right_on_street,4.2,3.5,n,19,10,0.3,hip,30,masonry_un,3,wall_diaphragm_masonry,3,roof_diaphragm_wood,3,no,3,,double_leaf,2,solid_brick_wythe,masonry_un,2,un,1,un,1,brick,3,not_applicable,no,40,30,,30,40,,30,30,no,,no,,no,no,not_applicable,not_applicable,not_applicable,not_applicable,no,no,no,no,no,no,no,no,wooden_un,3,un,dimensional_lumber,2,metal_un,3,0,0,,no,,,wind,undamaged,0,0,0,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,not_applicable,not_applicable,0,0,2,yes,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1973,yes,unknown,unknown,unknown,not_applicable,1,0,0,0,0,0,1,0,1,1,0,0,0,0,0,1,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,some,considerable,limited,exceptional,0,0,0,0,0,1,yes,yes,yes,yes,yes,unknown,unknown,no,no,no,used t3 but has hip roof instead of gable
,shayla,88002760,"December 10-11, 2021 Tornado Outbreak",2021,Hartford,214 Main St Hartford KY 42347,subEF,36.48,37.61,-89.14,-86.51,37.450911,-86.909183,214 Main St Hartford KY 42347 US,,,19,yes,business,2,1870,220,row_end,right_on_street,8.5,3.5,n,31,6.5,un,flat,0,masonry_un,3,wall_diaphragm_masonry,3,roof_diaphragm_wood,2,yes,1,,double_leaf,2,solid_brick_wythe,un,1,un,1,un,1,brick,3,not_applicable,no,60,20,0,0,60,20,0,0,no,,no,,no,no,not_applicable,not_applicable,not_applicable,not_applicable,no,no,no,no,no,no,no,no,un,1,un,metal_deck,2,metal_un,2,0,1,,no,,,wind,undamaged,0,0,0,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,not_applicable,not_applicable,0,0,2,yes,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1988,yes,business,unknown,unknown,not_applicable,0,1,0,0,0,0,1,0,1,1,0,0,0,0,0,1,0,1,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,limited,limited,some,limited,0,1,0,0,0,0,yes,yes,yes,yes,yes,business,undamaged,no,no,no,"built somewhere around 1870s; unsure or current occupancy, last known business permanently closed"
,shayla,88002760,"December 10-11, 2021 Tornado Outbreak",2021,Hartford,218 Main St Hartford KY 42347,subEF,36.48,37.61,-89.14,-86.51,37.4509,-86.909106,218 Main St Hartford KY 42347 US,,Sullivan Holt,19,yes,business,2,1875,185,row_middle,right_on_street,8.5,3.5,n,27,6,un,flat,0,masonry_un,3,wall_diaphragm_masonry,3,roof_diaphragm_wood,2,yes,1,,double_leaf,2,solid_brick_wythe,masonry_un,2,un,1,un,1,brick,3,not_applicable,no,50,20,0,0,50,20,0,0,no,,no,,no,no,not_applicable,not_applicable,not_applicable,not_applicable,no,no,no,no,no,no,no,no,un,1,un,un,1,metal_un,2,0,1,,no,,,wind,undamaged,0,0,0,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,not_applicable,not_applicable,0,0,2,yes,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1988,yes,business,business,business,not_applicable,0,1,0,0,0,0,1,0,1,1,0,0,0,0,0,1,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,limited,limited,some,limited,0,1,0,0,0,0,yes,yes,yes,yes,yes,business,undamaged,no,no,no,built around 1870s-1880s
,shayla,88002760,"December 10-11, 2021 Tornado Outbreak",2021,Hartford,222 Main St Hartford KY 42347,subEF,36.48,37.61,-89.14,-86.51,37.450842,-86.909058,222 Main St Hartford KY 42347 US,Carson & Company,New Beginnings Hair Design,19,yes,business,2,1903,260,row_middle,right_on_street,9,4,n,34,8,un,flat,0,masonry_un,3,wall_diaphragm_masonry,3,roof_diaphragm_wood,2,yes,1,,double_leaf,2,solid_brick_wythe,masonry_un,2,un,1,un,1,brick,3,not_applicable,no,50,5,0,0,50,5,0,0,no,,no,,no,no,not_applicable,not_applicable,not_applicable,not_applicable,no,no,no,no,no,no,no,no,un,1,un,un,1,metal_un,2,0,1,,no,,,wind,undamaged,0,0,0,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,not_applicable,not_applicable,0,0,2,yes,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1988,yes,business,business,business,not_applicable,0,1,0,0,0,0,1,0,1,1,0,0,0,0,0,1,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,limited,limited,some,limited,0,1,0,0,0,0,yes,yes,yes,yes,yes,business,undamaged,no,no,no,
,shayla,88002760,"December 10-11, 2021 Tornado Outbreak",2021,Hartford,226-228 Main St Hartford KY 42347,subEF,36.48,37.61,-89.14,-86.51,37.450797,-86.908947,226-228 Main St Hartford KY 42347 US,Barrass-Schroader Building,,19,yes,business,2,1930,230,row_middle,right_on_street,8.5,3.5,n,25,16,un,flat,0,masonry_un,3,wall_diaphragm_masonry,3,roof_diaphragm_wood,2,yes,1,,double_leaf,2,solid_brick_wythe,un,1,un,1,un,1,brick,3,not_applicable,no,50,0,0,0,50,0,0,0,no,,no,,no,no,not_applicable,not_applicable,not_applicable,not_applicable,no,no,no,no,no,no,no,no,un,1,un,un,1,metal_un,2,0,1,,no,,,wind,undamaged,0,0,0,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,not_applicable,not_applicable,0,0,2,yes,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1988,yes,business,business,business,not_applicable,0,1,0,0,0,0,1,0,1,1,0,0,0,0,0,1,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,limited,limited,some,limited,0,1,0,0,0,0,yes,yes,yes,yes,yes,business,undamaged,no,no,no,
